5.000000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00,1.000000000000000000e+00,6.250000000000000000e-01,5.000000000000000000e-01,2.500000000000000000e+00,5.000000000000000000e-01,1.000000000000000056e-01,3.692600000000000000e+04,1.260300000000000000e+04,1.263300000000000000e+04,4.380000000000000000e+03,1.092600000000000000e+04,7.763000000000000000e+03,4.255000000000000000e+03,1.247900000000000000e+04,1.075600000000000000e+04,3.593800000000000000e+04
5.000000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00,1.000000000000000000e+00,6.250000000000000000e-01,5.000000000000000000e-01,2.500000000000000000e+00,5.000000000000000000e-01,1.000000000000000056e-01,3.692600000000000000e+04,1.260300000000000000e+04,1.263300000000000000e+04,4.380000000000000000e+03,1.092600000000000000e+04,7.763000000000000000e+03,4.255000000000000000e+03,1.247900000000000000e+04,1.075600000000000000e+04,3.593800000000000000e+04
0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e-01,1.000000000000000056e-01,2.736200000000000000e+04,7.424000000000000000e+03,9.644000000000000000e+03,4.612000000000000000e+03,1.291800000000000000e+04,7.761000000000000000e+03,5.575000000000000000e+03,1.156500000000000000e+04,1.473400000000000000e+04,2.051870000000000000e+05
0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e-01,1.000000000000000056e-01,2.736200000000000000e+04,7.424000000000000000e+03,9.644000000000000000e+03,4.612000000000000000e+03,1.291800000000000000e+04,7.761000000000000000e+03,5.575000000000000000e+03,1.156500000000000000e+04,1.473400000000000000e+04,2.051870000000000000e+05
5.000000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,1.347900000000000000e+04,4.200000000000000000e+03,1.826000000000000000e+03,1.890000000000000000e+02,1.516000000000000000e+03,5.432000000000000000e+03,1.006000000000000000e+03,1.993000000000000000e+03,9.140000000000000000e+02,2.460000000000000000e+03
5.000000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,1.347900000000000000e+04,4.200000000000000000e+03,1.826000000000000000e+03,1.890000000000000000e+02,1.516000000000000000e+03,5.432000000000000000e+03,1.006000000000000000e+03,1.993000000000000000e+03,9.140000000000000000e+02,2.460000000000000000e+03
1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,6.250000000000000000e-01,6.250000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000056e-01,1.253300000000000000e+04,2.135000000000000000e+03,3.853000000000000000e+03,5.290000000000000000e+02,5.503000000000000000e+03,4.221000000000000000e+03,3.082000000000000000e+03,4.843000000000000000e+03,5.745000000000000000e+03,6.322700000000000000e+04
1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,6.250000000000000000e-01,6.250000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000056e-01,1.253300000000000000e+04,2.135000000000000000e+03,3.853000000000000000e+03,5.290000000000000000e+02,5.503000000000000000e+03,4.221000000000000000e+03,3.082000000000000000e+03,4.843000000000000000e+03,5.745000000000000000e+03,6.322700000000000000e+04
1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,6.250000000000000000e-01,6.250000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00,3.750000000000000000e-01,1.000000000000000056e-01,1.257900000000000000e+04,2.303000000000000000e+03,4.018000000000000000e+03,6.690000000000000000e+02,5.981000000000000000e+03,4.908000000000000000e+03,3.398000000000000000e+03,5.054000000000000000e+03,6.064000000000000000e+03,6.075000000000000000e+04
1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,6.250000000000000000e-01,6.250000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00,3.750000000000000000e-01,1.000000000000000056e-01,1.257900000000000000e+04,2.303000000000000000e+03,4.018000000000000000e+03,6.690000000000000000e+02,5.981000000000000000e+03,4.908000000000000000e+03,3.398000000000000000e+03,5.054000000000000000e+03,6.064000000000000000e+03,6.075000000000000000e+04
