5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,3.750000000000000000e-01,5.000000000000000000e-01,1.000000000000000056e-01,2.250900000000000000e+04,5.242000000000000000e+03,1.128900000000000000e+04,1.478000000000000000e+03,1.769800000000000000e+04,4.795000000000000000e+03,1.029600000000000000e+04,1.558900000000000000e+04,1.591100000000000000e+04,1.449340000000000000e+05
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,3.750000000000000000e-01,5.000000000000000000e-01,1.000000000000000056e-01,2.250900000000000000e+04,5.242000000000000000e+03,1.128900000000000000e+04,1.478000000000000000e+03,1.769800000000000000e+04,4.795000000000000000e+03,1.029600000000000000e+04,1.558900000000000000e+04,1.591100000000000000e+04,1.449340000000000000e+05
5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000056e-01,1.562800000000000000e+04,4.334000000000000000e+03,7.952000000000000000e+03,1.116000000000000000e+03,1.043100000000000000e+04,5.854000000000000000e+03,5.655000000000000000e+03,1.217900000000000000e+04,1.298700000000000000e+04,1.717100000000000000e+05
5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000056e-01,1.562800000000000000e+04,4.334000000000000000e+03,7.952000000000000000e+03,1.116000000000000000e+03,1.043100000000000000e+04,5.854000000000000000e+03,5.655000000000000000e+03,1.217900000000000000e+04,1.298700000000000000e+04,1.717100000000000000e+05
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,6.250000000000000000e-01,1.000000000000000056e-01,1.262200000000000000e+04,3.141000000000000000e+03,8.594000000000000000e+03,1.279000000000000000e+03,1.155300000000000000e+04,3.332000000000000000e+03,6.357000000000000000e+03,9.449000000000000000e+03,1.002000000000000000e+04,1.817610000000000000e+05
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,6.250000000000000000e-01,1.000000000000000056e-01,1.262200000000000000e+04,3.141000000000000000e+03,8.594000000000000000e+03,1.279000000000000000e+03,1.155300000000000000e+04,3.332000000000000000e+03,6.357000000000000000e+03,9.449000000000000000e+03,1.002000000000000000e+04,1.817610000000000000e+05
5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.750000000000000000e-01,1.000000000000000056e-01,2.244100000000000000e+04,9.762000000000000000e+03,1.574400000000000000e+04,5.280000000000000000e+03,1.986200000000000000e+04,6.372000000000000000e+03,1.214000000000000000e+04,1.820300000000000000e+04,1.568200000000000000e+04,1.181800000000000000e+05
5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.750000000000000000e-01,1.000000000000000056e-01,2.244100000000000000e+04,9.762000000000000000e+03,1.574400000000000000e+04,5.280000000000000000e+03,1.986200000000000000e+04,6.372000000000000000e+03,1.214000000000000000e+04,1.820300000000000000e+04,1.568200000000000000e+04,1.181800000000000000e+05
5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,6.250000000000000000e-01,1.000000000000000056e-01,2.174200000000000000e+04,7.911000000000000000e+03,2.885400000000000000e+04,2.252000000000000000e+03,1.941700000000000000e+04,1.036800000000000000e+04,7.524000000000000000e+03,3.441400000000000000e+04,1.791400000000000000e+04,9.691600000000000000e+04
5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,6.250000000000000000e-01,1.000000000000000056e-01,2.174200000000000000e+04,7.911000000000000000e+03,2.885400000000000000e+04,2.252000000000000000e+03,1.941700000000000000e+04,1.036800000000000000e+04,7.524000000000000000e+03,3.441400000000000000e+04,1.791400000000000000e+04,9.691600000000000000e+04
