1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,6.250000000000000000e-01,0.000000000000000000e+00,1.250000000000000000e-01,1.000000000000000056e-01,1.558300000000000000e+04,3.063000000000000000e+03,5.668000000000000000e+03,3.960000000000000000e+02,8.302000000000000000e+03,2.908000000000000000e+03,3.884000000000000000e+03,4.950000000000000000e+03,5.361000000000000000e+03,1.164040000000000000e+05,5.000000000000000000e-01,6.250000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.750000000000000000e-01,2.000000000000000111e-01,5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,3.750000000000000000e-01,5.000000000000000000e-01,1.000000000000000056e-01,2.250900000000000000e+04,5.242000000000000000e+03,1.128900000000000000e+04,1.478000000000000000e+03,1.769800000000000000e+04,4.795000000000000000e+03,1.029600000000000000e+04,1.558900000000000000e+04,1.591100000000000000e+04,1.449340000000000000e+05
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,6.250000000000000000e-01,2.500000000000000000e+00,2.500000000000000000e-01,1.000000000000000056e-01,9.312000000000000000e+03,2.675000000000000000e+03,4.455000000000000000e+03,7.670000000000000000e+02,7.419000000000000000e+03,3.586000000000000000e+03,4.507000000000000000e+03,7.410000000000000000e+03,8.758000000000000000e+03,1.178320000000000000e+05,5.000000000000000000e-01,6.250000000000000000e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000056e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000056e-01,1.562800000000000000e+04,4.334000000000000000e+03,7.952000000000000000e+03,1.116000000000000000e+03,1.043100000000000000e+04,5.854000000000000000e+03,5.655000000000000000e+03,1.217900000000000000e+04,1.298700000000000000e+04,1.717100000000000000e+05
0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,6.250000000000000000e-01,5.000000000000000000e-01,2.500000000000000000e-01,1.000000000000000056e-01,1.227500000000000000e+04,2.871000000000000000e+03,4.833000000000000000e+03,9.640000000000000000e+02,6.685000000000000000e+03,4.083000000000000000e+03,4.503000000000000000e+03,6.216000000000000000e+03,7.286000000000000000e+03,1.164220000000000000e+05,5.000000000000000000e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.750000000000000000e-01,1.000000000000000056e-01,5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,6.250000000000000000e-01,1.000000000000000056e-01,1.262200000000000000e+04,3.141000000000000000e+03,8.594000000000000000e+03,1.279000000000000000e+03,1.155300000000000000e+04,3.332000000000000000e+03,6.357000000000000000e+03,9.449000000000000000e+03,1.002000000000000000e+04,1.817610000000000000e+05
0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.750000000000000000e-01,1.000000000000000056e-01,1.400500000000000000e+04,3.048000000000000000e+03,6.068000000000000000e+03,8.670000000000000000e+02,9.310000000000000000e+03,5.102000000000000000e+03,4.800000000000000000e+03,8.074000000000000000e+03,9.350000000000000000e+03,1.053790000000000000e+05,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e-01,1.000000000000000056e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.750000000000000000e-01,1.000000000000000056e-01,2.174200000000000000e+04,7.911000000000000000e+03,1.574400000000000000e+04,2.252000000000000000e+03,1.941700000000000000e+04,6.372000000000000000e+03,7.524000000000000000e+03,1.820300000000000000e+04,1.568200000000000000e+04,9.691600000000000000e+04
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01,1.000000000000000056e-01,1.462600000000000000e+04,3.933000000000000000e+03,5.551000000000000000e+03,1.483000000000000000e+03,8.552000000000000000e+03,3.807000000000000000e+03,5.386000000000000000e+03,6.423000000000000000e+03,8.638000000000000000e+03,1.054520000000000000e+05,5.000000000000000000e-01,6.250000000000000000e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.250000000000000000e-01,1.000000000000000056e-01,5.000000000000000000e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.250000000000000000e-01,1.000000000000000056e-01,2.279800000000000000e+04,4.277000000000000000e+03,1.095800000000000000e+04,1.857000000000000000e+03,1.299300000000000000e+04,7.254000000000000000e+03,5.925000000000000000e+03,1.563700000000000000e+04,1.181100000000000000e+04,1.545550000000000000e+05
5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e-01,6.250000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e+00,3.750000000000000000e-01,1.000000000000000056e-01,3.533400000000000000e+04,7.103000000000000000e+03,9.440000000000000000e+03,1.553000000000000000e+03,1.339200000000000000e+04,7.282000000000000000e+03,5.730000000000000000e+03,9.621000000000000000e+03,1.031100000000000000e+04,1.388250000000000000e+05,5.000000000000000000e-01,3.750000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.250000000000000000e-01,3.750000000000000000e-01,1.000000000000000056e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,6.250000000000000000e-01,1.000000000000000056e-01,2.257600000000000000e+04,6.118000000000000000e+03,1.561200000000000000e+04,2.458000000000000000e+03,1.620900000000000000e+04,2.232900000000000000e+04,8.543000000000000000e+03,3.333300000000000000e+04,3.722900000000000000e+04,1.910050000000000000e+05
5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.250000000000000000e-01,1.250000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00,3.750000000000000000e-01,1.000000000000000056e-01,1.007100000000000000e+04,3.377000000000000000e+03,4.301000000000000000e+03,6.730000000000000000e+02,5.793000000000000000e+03,3.036000000000000000e+03,2.085000000000000000e+03,4.421000000000000000e+03,4.665000000000000000e+03,5.524500000000000000e+04,5.000000000000000000e-01,3.750000000000000000e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.250000000000000000e-01,3.750000000000000000e-01,1.000000000000000056e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e-01,1.000000000000000056e-01,9.619000000000000000e+03,1.736000000000000000e+03,7.245000000000000000e+03,8.050000000000000000e+02,8.473000000000000000e+03,3.470000000000000000e+03,4.135000000000000000e+03,8.495000000000000000e+03,1.010600000000000000e+04,5.329700000000000000e+04
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,6.250000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00,1.250000000000000000e-01,1.000000000000000056e-01,1.096400000000000000e+04,2.304000000000000000e+03,4.023000000000000000e+03,6.690000000000000000e+02,5.698000000000000000e+03,2.788000000000000000e+03,2.679000000000000000e+03,5.066000000000000000e+03,6.075000000000000000e+03,6.068600000000000000e+04,5.000000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.750000000000000000e-01,2.500000000000000000e-01,5.000000000000000000e-01,1.000000000000000056e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,2.725500000000000000e+04,5.823000000000000000e+03,9.377000000000000000e+03,2.228000000000000000e+03,1.379500000000000000e+04,4.627000000000000000e+03,4.505000000000000000e+03,1.086800000000000000e+04,1.289400000000000000e+04,6.463600000000000000e+04
5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.250000000000000000e-01,1.250000000000000000e-01,3.750000000000000000e-01,2.500000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,9.791000000000000000e+03,3.384000000000000000e+03,4.527000000000000000e+03,7.290000000000000000e+02,5.699000000000000000e+03,3.546000000000000000e+03,2.124000000000000000e+03,4.658000000000000000e+03,4.934000000000000000e+03,5.508500000000000000e+04,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.750000000000000000e-01,1.250000000000000000e-01,1.000000000000000056e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,1.000000000000000056e-01,1.279100000000000000e+04,2.070000000000000000e+03,7.627000000000000000e+03,1.247000000000000000e+03,8.935000000000000000e+03,3.933000000000000000e+03,4.455000000000000000e+03,7.832000000000000000e+03,9.699000000000000000e+03,5.634000000000000000e+04
0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.250000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00,3.750000000000000000e-01,1.000000000000000056e-01,1.019200000000000000e+04,2.580000000000000000e+03,3.991000000000000000e+03,6.030000000000000000e+02,5.815000000000000000e+03,3.070000000000000000e+03,2.084000000000000000e+03,4.410000000000000000e+03,4.662000000000000000e+03,6.694800000000000000e+04,5.000000000000000000e-01,3.750000000000000000e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.750000000000000000e-01,2.500000000000000000e-01,5.000000000000000000e-01,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e-01,1.000000000000000056e-01,2.157300000000000000e+04,5.323000000000000000e+03,8.004000000000000000e+03,2.512000000000000000e+03,8.445000000000000000e+03,7.794000000000000000e+03,6.157000000000000000e+03,1.026600000000000000e+04,1.307800000000000000e+04,3.564200000000000000e+04
